Pasta de estrellitas,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND
Pasta de lagrimitas,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND
Pasta de letras,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND
Pasta de moño,20,74,2.5,0.2,15,0.1,5,5.4,0.3,0.4,ND
Pasta de municiones,19,69,2.3,0.2,14.1,0.1,4.7,5.1,0.2,0.4,ND
Pasta de trigo cocida,60,78,3.2,1.1,14,0,11.6,6.3,0.7,49.5,ND
Pasta de trigo fresca,25,72,2.8,0.6,13.7,0,44,3.8,0.8,6.5,ND
Pasta fresca,25,72,2.8,0.6,13.7,0,44,3.8,0.8,6.5,ND
Pasta integral cocida,46,57,2.5,0.3,12.3,2.1,2.3,6.9,0.5,1.3,ND
Pasta integral cruda,20,65,2.7,0.1,14.5,0.4,0,10.4,0.5,1.6,ND
Pasta tornillo,15,57,1.9,0.6,11,0,0,5.2,0.4,0.7,ND
Pasta ángel,28,73,1.7,0.2,16.4,0.4,1,40,0.2,212,ND
Peneques,26,58,1.5,0.4,12.3,1.2,0,28.1,0.7,0,ND
Pinole,15,58,1.6,0.9,11.3,0,0,11.9,1.2,0,ND
Pretzels,18,69,1.7,0.6,14.5,0.6,15.4,6.4,0.8,312.4,ND
Puré de camote,60,60,1.2,0.1,13.8,1,0.1,18,0.8,44.6,ND
Puré de camote con naranja,50,77,0.2,0,19,0,0,4.2,0.1,5.2,ND
Puré de papa hojuelas,20,70,1.7,0.1,16.1,1.3,9.1,5.3,0.2,20.6,0.7
Quaker instant 0% azúcar,18,60,1.5,0.7,11.8,ND,ND,ND,ND,85.1,ND
Quinoa,20,74,2.8,1.2,12.8,1.4,0,9.4,0.9,0.9,ND
Raíz de chayote,80,63,1.6,0.2,14.2,0.3,0,5.6,0.6,0,ND
Sagú,44,70,1.1,0,16.3,0.8,0,8.8,1.4,0,ND
Salvado de trigo,29,64,2.4,0.2,24.4,24.4,1.1,12.5,0.8,2.3,ND
Salvado de trigo,31,66,4.8,1.3,19.8,13.1,24.5,22.5,3.2,1,0.7
Semora de maíz preparada,121,72,1.7,0.3,15.6,0.4,0,3.5,0.2,2.5,0.1
Semolina,20,72,2.5,0.2,14.6,0.8,14.3,3.3,0.9,0.2,ND
Sopa  instan ramen sin  preparar,50,67,2,1,11.3,0.7,0,0,1.4,493.5,1.3
Sorgo,18,61,2,0.6,13.4,0,0,5.1,0.8,1.1,ND
Tallarin cocido,16,60,2,0.3,12.1,0.1,0,10.2,0.5,0,ND
Tallarin crudo,20,74,2.5,0.2,15,0.1,5,5.4,0.3,0.4,ND
Tapioca,19,65,0,0,16.2,0,0,0,0,0,ND
Telera,23,62,1.8,0.8,11.5,0.6,8.3,24.9,0.7,124.7,0.8
Tortilla,30,64,1.4,0.5,13.6,0.6,0,58.8,0.8,0,ND
Tortilla de maíz,30,64,1.4,0.5,13.6,0.6,0,58.8,0.8,0,ND
Tortilla de maíz amarillo,32,68,1.5,0.6,14.5,0.7,0,62.7,0.8,0,ND
Tortilla de maíz azul o negro,32,70,1.6,0.9,14.1,0.3,0,40,0.8,0.2,ND
Tortilla de mapiz blanco,30,67,1.8,0.5,14.2,1.3,0,32.4,0.8,0,ND
Tortilla de maíz y soya,33,75,2.2,1.4,13.8,0.7,0,42.2,1.6,0,ND
Tortilla de maíz y trigo,32,73,3.2,0.5,14.9,1.4,0,32.6,0.7,0,ND
Tortilla de nopal,69,60,3.2,1.2,13.1,9,0,135.2,1.8,0,ND
Tostada de maíz horneada,20,73,2,1.3,16,2,0,0,0,0,ND
Tpstada de nopal horneada,20,67,1.3,1.3,15.3,2.7,0,0,0,0,ND
Trigo,21,71,2.2,0.5,15.4,0.7,0,12.2,0.2,0.6,ND
Trigo cocido,21,70,2.2,0.5,15.1,0.7,0,12,0.2,0.6,ND
Trigo entero,19,63,2,0.5,13.8,0.6,0,10.9,0.2,0.6,ND
Trigo negro,20,69,2.3,0.5,13.8,2.1,0,63.8,0,64,ND
trigo triturado,20,66,2.1,0.5,14.3,0.6,0,11.3,0.2,0.6,ND
Yuca,60,72,0.6,0.4,16.8,0.7,0,30.9,1.4,4.8,ND
Yuquilla,129,68,5.3,0,12.4,1.5,0,65.8,15.7,0,ND
